CUSTOMER_NUMBER|CUSTOMER_FIRST_NAME|CUSTOMER_LAST_NAME|DATE_OF_BIRTH|GENDER|STREET_ADDRESS|COUNTRY|COUNTRY_CODE|EMAIL|INTEREST_TYPE|INTEREST_RATE|GROSS_BALANCE|INTEREST_BALANCE|PRINCIPLE_BALANCE|PROPERTY_OWNER|PROPERTY_VALUE|PROPERTY_YEAR
1167700406|Emanuele|Shorter|1938-09-07|Male|812 Morrow Lane|Serbia|RS|eshorterc@bravesites.com|10% FIXED|0.1|-663499.0|9370.21|-672869.21|Y|6876984.0|1982
7962545925|Thedrick|Jeste|1956-11-21|Male|0 Nobel Avenue|Philippines|PH|tjested@slashdot.org|VARIABLE|0.2594494787410316|124312.22|2303.41|122008.81|Y|941316.0|1916
9870621724|Gerda|Eckh|2018-01-18|Female|78245 Melody Junction|Ukraine|UA|geckhe@yandex.ru|1% FIXED|0.01|-400983.15|6418.21|-407401.36|Y|6938404.0|1965
8827298789|Jillana|Ten Broek|1950-07-15|Female|6 Lillian Junction|Indonesia|ID|jtenbroekf@china.com.cn|VARIABLE|0.1377623405488289|595902.74|-9497.74|605400.48|Y|2480384.0|1962
9085950120|Devora|Joliffe|1980-05-08|Female|284 Petterle Point|Thailand|TH|djoliffeg@odnoklassniki.ru|VARIABLE|0.3096394229007887|500784.24|-6392.41|507176.65|N||
1642399469|Darn|Storcke|2006-07-01|Male|6594 Graedel Court|Indonesia|ID|dstorckeh@delicious.com|VARIABLE|0.7538136744304621|551398.89|-4222.24|555621.13|N||
7630426550|Daniella|Greschik|2015-11-06|Female|04533 Knutson Alley|Mexico|MX|dgreschiki@geocities.jp|1% FIXED|0.01|587418.32|-6835.95|594254.27|Y|4900744.0|1977
7958862377|Josephine|Scourge|1965-03-25|Female|89182 Clarendon Drive|Benin|BJ|jscourgej@histats.com|VARIABLE|0.3196986257476792|-529222.62|2530.86|-531753.48|N||
2477983229|Salomone|Bottlestone|1941-05-20|Male|70 Huxley Circle|Indonesia|ID|sbottlestonek@cpanel.net|0% FIXED|0.0|344617.45|-7895.8|352513.25|N||
2949282822|Crista|MacMichael|1974-05-26|Female|652 Stuart Trail|Kosovo|XK|cmacmichaell@ed.gov|10% FIXED|0.1|-399638.65|-7219.17|-392419.48|N||
7631200807|Rudiger|Reast|1957-11-17|Male|79627 Anhalt Way|Russia|RU|rreastm@alexa.com|0% FIXED|0.0|-126661.97|-5015.97|-121646.0|N||
4141177105|Coreen|Kordes|2010-05-14|Female|22319 Stone Corner Plaza|France|FR|ckordesn@php.net|10% FIXED|0.1|-187546.6|7279.61|-194826.21|Y|614945.0|1969
3868345019|Alastair|Getley|1943-05-01|Male|26 Elka Plaza|Belarus|BY|agetleyo@ezinearticles.com|1% FIXED|0.01|-580135.2|-2686.39|-577448.81|N||
1511323795|Rora|Ginnelly|1991-05-21|Female|2086 Duke Road|Philippines|PH|rginnellyp@cpanel.net|1% FIXED|0.01|652932.98|5504.57|647428.41|Y|6666148.0|2003
8799629011|Norbie|Dowthwaite|1953-09-04|Male|98905 Haas Drive|Portugal|PT|ndowthwaiteq@samsung.com|VARIABLE|0.1375841469890645|-760920.52|1982.02|-762902.54|N||
9983410915|Annabel|Ibert|1938-02-01|Female|2 Summer Ridge Alley|Argentina|AR|aibertr@reverbnation.com|VARIABLE|0.8449097324561933|281149.19|-1136.08|282285.27|Y|4992198.0|1932
1002547598|Simone|Greenly|1938-02-22|Male|00 Menomonie Place|Indonesia|ID|sgreenlys@dion.ne.jp|VARIABLE|0.7696072702797606|462543.0|-3653.12|466196.12|N||
4513523883|Maude|Plastow|2007-10-06|Female|55399 Eastlawn Way|China|CN|mplastowt@usa.gov|VARIABLE|0.8134271005052789|244617.63|-7637.67|252255.3|Y|4849220.0|1998
9716077807|Wat|Hairsine|2012-06-06|Male|70330 Mockingbird Circle|Vietnam|VN|whairsineu@google.ru|VARIABLE|0.4820331819203593|-935631.38|-9623.04|-926008.34|N||
9440453729|Fernando|Mayte|1974-01-03|Male|28 Lindbergh Park|Portugal|PT|fmaytev@smh.com.au|1% FIXED|0.01|359605.05|-1411.51|361016.56|N||
4310293034|Selena|Fayer|1953-04-17|Female|095 Banding Lane|Indonesia|ID|sfayerw@vinaora.com|1% FIXED|0.01|500951.86|902.61|500049.25|Y|5698239.0|1999
2514818397|Greggory|Dicty|1946-10-05|Male|5 Tennessee Point|Bosnia and Herzegovina|BA|gdictyx@newsvine.com|10% FIXED|0.1|142784.57|2715.58|140068.99|N||
0618672222|Marjie|Gayforth|1978-09-04|Female|11 Artisan Terrace|China|CN|mgayforthy@dot.gov|1% FIXED|0.01|155760.96|-97.84|155858.8|Y|1970346.0|1979
3605700055|Ariella|Niemiec|1978-12-14|Female|71 Browning Terrace|China|CN|aniemiecz@dailymotion.com|1% FIXED|0.01|973425.79|-4027.98|977453.77|N||
5768238190|Hilliary|Spridgeon|2005-12-27|Female|5 Michigan Drive|Brazil|BR|hspridgeon10@yolasite.com|10% FIXED|0.1|-499787.51|-8781.9|-491005.61|Y|4337469.0|1956
3303377286|Scarface|Ahlin|1965-05-17|Male|3915 Blue Bill Park Hill|Chile|CL|sahlin11@joomla.org|0% FIXED|0.0|233789.03|-7118.31|240907.34|Y|5548942.0|1917
2133786082|Orland|Fronek|1966-11-16|Male|845 Lyons Way|China|CN|ofronek12@e-recht24.de|1% FIXED|0.01|-203787.46|-6967.39|-196820.07|N||
3795834678|Denver|Ungerecht|1991-02-12|Male|4172 Rigney Park|Argentina|AR|dungerecht13@gravatar.com|10% FIXED|0.1|-995571.04|2781.26|-998352.3|Y|2025248.0|1927
3362459730|Doralin|Mechic|1983-05-14|Female|2 American Center|China|CN|dmechic14@google.ru|1% FIXED|0.01|-191313.72|562.17|-191875.89|Y|4836026.0|2017
8160456514|Nettle|Ranking|1985-04-29|Female|0 Carey Terrace|Peru|PE|nranking15@blog.com|0% FIXED|0.0|-93698.77|-3757.53|-89941.24|N||
9926865984|Yvor|Domotor|2015-03-14|Male|5068 Ridgeview Terrace|Russia|RU|ydomotor16@dagondesign.com|0% FIXED|0.0|-730006.8|5356.24|-735363.04|N||
0989786447|Jean|Crawford|1961-02-24|Female|06 Cascade Pass|Finland|FI|jcrawford17@sbwire.com|VARIABLE|0.7829728908622593|23427.41|7592.76|15834.65|Y|219315.0|1973
9733701688|Cecil|Chieze|1935-08-09|Female|48694 Armistice Hill|China|CN|cchieze18@scientificamerican.com|1% FIXED|0.01|921606.82|7753.23|913853.59|Y|3970375.0|1958
7118298247|Mable|World|1967-06-03|Female|16598 Weeping Birch Plaza|Cameroon|CM|mworld19@netvibes.com|VARIABLE|0.6365889212763451|680637.81|8121.88|672515.93|Y|7175276.0|2008
4052394674|Teodor|Skupinski|1946-03-16|Male|12 Becker Street|Botswana|BW|tskupinski1a@cdbaby.com|10% FIXED|0.1|485255.79|-8225.85|493481.64|N||
2348985489|Sydelle|O'Hartnedy|1979-03-07|Female|09257 Sutteridge Court|Portugal|PT|sohartnedy1b@tmall.com|0% FIXED|0.0|865667.42|5596.85|860070.57|N||
9498568448|Zollie|Bedward|1945-02-19|Male|43 Warrior Avenue|Bulgaria|BG|zbedward1c@slashdot.org|0% FIXED|0.0|-771072.0|9384.5|-780456.5|Y|414738.0|1984
3397666031|Gene|Heller|1962-01-25|Female|62522 Sutteridge Pass|Greece|GR|gheller1d@reverbnation.com|10% FIXED|0.1|274689.35|-2041.78|276731.13|N||
2253883514|Dino|Steggles|2001-04-14|Male|1 Schlimgen Court|France|FR|dsteggles1e@ucoz.com|0% FIXED|0.0|944343.0|9.32|944333.68|N||
7543738341|Tremayne|Trulocke|2018-05-19|Male|29 Manley Lane|China|CN|ttrulocke1f@thetimes.co.uk|VARIABLE|0.9158403032858016|499739.47|3393.67|496345.8|Y|6412583.0|1908
2101815850|Renae|Plet|1971-01-29|Female|88705 Meadow Vale Parkway|Mexico|MX|rplet1g@ning.com|0% FIXED|0.0|29455.45|6111.43|23344.02|Y|3908164.0|2003
8281093641|Ingmar|Sarsons|1946-03-06|Male|977 Mccormick Crossing|China|CN|isarsons1h@baidu.com|VARIABLE|0.2005564890214128|995786.0|-8840.45|1004626.45|Y|6769777.0|1912
1100574425|Dewain|Caress|1994-05-22|Male|75 Pine View Road|Guatemala|GT|dcaress1i@pcworld.com|VARIABLE|0.8647735860487359|262404.0|4487.22|257916.78|N||
5684143148|Clyde|Hanbury-Brown|1986-01-30|Male|8 Blackbird Trail|United States|US|chanburybrown1j@pagesperso-orange.fr|10% FIXED|0.1|-200571.42|2802.67|-203374.09|N||
0598636706|Regan|Chad|1998-03-16|Male|5 Nevada Plaza|China|CN|rchad1k@cnn.com|0% FIXED|0.0|743229.95|6167.18|737062.77|Y|7648701.0|1991
2781737755|Eddy|Line|1977-04-27|Female|6599 Shelley Parkway|Brazil|BR|eline1l@tmall.com|1% FIXED|0.01|724288.28|8860.57|715427.71|N||
5373097764|Beryl|Palke|1940-03-10|Female|40 Miller Circle|Malaysia|MY|bpalke1m@slate.com|1% FIXED|0.01|461001.94|-2248.79|463250.73|Y|6165988.0|1941
9640755974|Jeanne|McJury|1940-04-07|Female|42685 Glendale Point|China|CN|jmcjury1n@sakura.ne.jp|VARIABLE|0.4316555118332989|-693464.36|-8762.85|-684701.51|N||
4218585423|Lavena|Debrett|1966-05-22|Female|7853 Fremont Alley|Brazil|BR|ldebrett1o@cbc.ca|1% FIXED|0.01|-178217.54|-5661.5|-172556.04|N||
9273104703|Jean|Wakeling|2011-01-09|Female|35092 8th Pass|Portugal|PT|jwakeling1p@about.com|1% FIXED|0.01|-252174.53|8648.33|-260822.86|Y|3156081.0|2014
9080282448|Frannie|Weson|1980-01-06|Male|4677 Rowland Circle|Indonesia|ID|fweson1q@fema.gov|1% FIXED|0.01|929016.44|-8156.36|937172.8|Y|7743382.0|1918
7994472761|Callean|Karolczyk|1962-01-02|Male|6 Thierer Center|United States|US|ckarolczyk1r@archive.org|10% FIXED|0.1|671701.29|3856.22|667845.07|Y|6960909.0|2018
4991857732|Candi|Mumbey|1941-08-12|Female|78 Trailsway Park|Paraguay|PY|cmumbey1s@ucsd.edu|VARIABLE|0.8224537178013973|298221.03|8242.81|289978.22|N||
9828451654|Drake|Ainscow|1998-09-07|Male|37 Fallview Point|Russia|RU|dainscow1t@1688.com|10% FIXED|0.1|-143771.99|-3526.96|-140245.03|N||
8655859311|Elisha|Pilipets|1976-04-12|Male|2109 Memorial Alley|Indonesia|ID|epilipets1u@nationalgeographic.com|0% FIXED|0.0|510641.94|4083.34|506558.6|N||
4022302771|Sargent|Slowan|1976-04-27|Male|718 Trailsway Circle|Brazil|BR|sslowan1v@indiegogo.com|10% FIXED|0.1|-759214.57|118.65|-759333.22|N||
4255464677|Ham|Sacher|2011-12-20|Male|8163 Old Shore Street|Panama|PA|hsacher1w@macromedia.com|1% FIXED|0.01|174230.03|7380.22|166849.81|N||
5932656654|Willem|Boynes|2011-03-02|Male|53885 Acker Junction|Brazil|BR|wboynes1x@statcounter.com|VARIABLE|0.6688008349905176|-670502.0|1334.14|-671836.14|N||
6769289261|Alma|Casillis|2016-12-17|Female|87 Laurel Parkway|France|FR|acasillis1y@clickbank.net|1% FIXED|0.01|-50262.42|-9957.93|-40304.49|N||
6826957019|Laurella|Tunstall|1966-05-06|Female|3 Cardinal Crossing|Indonesia|ID|ltunstall1z@answers.com|10% FIXED|0.1|-334807.0|-8126.95|-326680.05|Y|7361954.0|1902
9577796877|Darya|Pollicatt|2015-08-20|Female|76261 Scott Crossing|China|CN|dpollicatt20@mapy.cz|1% FIXED|0.01|-517241.48|-7884.1|-509357.38|Y|5626979.0|2004
6189210937|Merv|McAuslene|2018-01-24|Male|04798 Walton Road|Germany|DE|mmcauslene21@msn.com|0% FIXED|0.0|-849183.75|-6516.76|-842666.99|Y|4712019.0|1957
0223869384|Nadya|Vallentin|1982-01-03|Female|1 Colorado Alley|Albania|AL|nvallentin22@nps.gov|VARIABLE|0.5626730450316174|118057.53|-5615.77|123673.3|Y|2838967.0|1989
8486118859|Frasquito|Aldren|2006-10-21|Male|9 Alpine Pass|Russia|RU|faldren23@dedecms.com|VARIABLE|0.787360704718798|-411830.5|9444.93|-421275.43|N||
3048557229|Yul|Osipenko|1955-12-24|Male|3 Springs Circle|China|CN|yosipenko24@1688.com|1% FIXED|0.01|-607420.52|-3612.05|-603808.47|N||
7082503865|Anthiathia|Sapey|1977-08-13|Female|5405 Londonderry Court|Philippines|PH|asapey25@about.me|1% FIXED|0.01|-350367.0|-5257.31|-345109.69|N||
2783368900|Phedra|Carbery|1984-12-11|Female|8 Shelley Pass|France|FR|pcarbery26@youtube.com|0% FIXED|0.0|-792160.18|-6129.34|-786030.84|Y|5066395.0|1910
4202054180|Wolfie|Jullian|1959-08-04|Male|91176 Bellgrove Plaza|China|CN|wjullian27@businessweek.com|0% FIXED|0.0|-14783.11|-6458.27|-8324.84|N||
7016199495|Karalee|Thunders|1947-01-21|Female|36963 Swallow Park|Sweden|SE|kthunders28@delicious.com|0% FIXED|0.0|144841.8|-6278.22|151120.02|N||
3170608916|Herbert|Mackison|1993-01-07|Male|5 Harbort Drive|Poland|PL|hmackison29@sohu.com|1% FIXED|0.01|494141.44|-2887.45|497028.89|N||
5472766834|Carmelina|Giacovetti|1995-11-22|Female|3 Nevada Parkway|Russia|RU|cgiacovetti2a@multiply.com|VARIABLE|0.2540953833946955|692091.37|6011.15|686080.22|Y|2062923.0|1920
2383137170|Cooper|Lassells|2015-11-26|Male|24214 Dorton Hill|China|CN|classells2b@people.com.cn|0% FIXED|0.0|-660188.85|7229.83|-667418.68|N||
1658899547|Doy|Lamacraft|2003-03-31|Male|21376 Maywood Circle|United Kingdom|GB|dlamacraft2c@vimeo.com|0% FIXED|0.0|-925404.18|-6388.21|-919015.97|Y|6381813.0|1938
8806776371|Denys|Deeley|1947-09-11|Male|50224 Tennyson Plaza|China|CN|ddeeley2d@cpanel.net|10% FIXED|0.1|824887.74|-5479.03|830366.77|Y|7664144.0|1975
3377150706|Pamela|Gookes|1938-03-19|Female|748 Superior Point|Mexico|MX|pgookes2e@com.com|0% FIXED|0.0|273669.71|-506.36|274176.07|N||
8804675071|Nikos|Matton|2003-11-03|Male|6 6th Drive|China|CN|nmatton2f@webs.com|1% FIXED|0.01|641388.23|-3512.11|644900.34|N||
9349691426|Werner|Ralston|1936-10-11|Male|447 Schlimgen Avenue|Brazil|BR|wralston2g@wp.com|0% FIXED|0.0|136692.88|-4750.7|141443.58|Y|641870.0|1974
7737399992|Pincus|Bristowe|1980-04-30|Male|224 Lindbergh Hill|Indonesia|ID|pbristowe2h@tuttocitta.it|1% FIXED|0.01|-730094.44|-7292.35|-722802.09|N||
9153534824|Addy|Morena|1984-02-08|Male|9752 Hauk Parkway|Poland|PL|amorena2i@weather.com|1% FIXED|0.01|-206166.28|-260.06|-205906.22|Y|7377585.0|1940
4643933402|Pietrek|Puttnam|2008-04-21|Male|7480 Melrose Center|China|CN|pputtnam2j@hhs.gov|10% FIXED|0.1|-383729.29|-6466.06|-377263.23|Y|3128730.0|1905
8518789087|Gayelord|Slany|1965-06-21|Male|3561 Utah Point|Indonesia|ID|gslany2k@arstechnica.com|0% FIXED|0.0|-817737.03|-4823.27|-812913.76|Y|2027347.0|1980
1252751400|Dayna|Lowsely|1960-10-10|Female|2219 Nancy Court|Brazil|BR|dlowsely2l@wired.com|VARIABLE|0.125690738916078|400545.44|-2411.36|402956.8|N||
5335829028|Lemar|Sergant|2017-10-02|Male|0 Hudson Park|Comoros|KM|lsergant2m@360.cn|VARIABLE|0.2836599011860148|-457295.09|2496.75|-459791.84|Y|3552822.0|1995
0193787814|Allissa|Winters|2008-11-19|Female|3950 Kingsford Hill|Peru|PE|awinters2n@disqus.com|0% FIXED|0.0|-763461.76|-7344.37|-756117.39|Y|5297586.0|1907
5513086700|Hayyim|MacAvddy|1948-05-12|Male|067 Barby Center|Colombia|CO|hmacavddy2o@nasa.gov|10% FIXED|0.1|-949006.8|7827.18|-956833.98|Y|7526412.0|1974
3993136330|Ferdinande|Melia|1945-04-06|Female|60 Springs Avenue|Indonesia|ID|fmelia2p@tripod.com|10% FIXED|0.1|-956547.82|3471.07|-960018.89|Y|6452960.0|1928
3746318971|Jase|Cattlemull|1933-05-19|Male|82 Rigney Drive|Japan|JP|jcattlemull2q@yellowpages.com|0% FIXED|0.0|819601.97|6949.05|812652.92|Y|751403.0|2008
2584525852|Aila|Meakes|2002-09-12|Female|39 Hanson Drive|China|CN|ameakes2r@cnbc.com|10% FIXED|0.1|859424.22|-6985.07|866409.29|Y|6189327.0|1922
0279446918|Roz|McConway|2008-10-31|Female|587 Hallows Pass|China|CN|rmcconway2s@usnews.com|10% FIXED|0.1|653766.91|6618.64|647148.27|Y|6259689.0|1916
4670478702|Dare|Gandley|1940-02-10|Male|0967 Hanson Place|Russia|RU|dgandley2t@nature.com|10% FIXED|0.1|-823610.01|-9619.03|-813990.98|Y|5749621.0|1989
9242784036|Meaghan|Tilio|1974-09-28|Female|63 Thackeray Avenue|Indonesia|ID|mtilio2u@flavors.me|VARIABLE|0.5221752759513137|775669.23|6325.89|769343.34|Y|3225105.0|1941
5753697569|Billie|Hache|1978-07-11|Male|424 Brentwood Parkway|China|CN|bhache2v@businessinsider.com|0% FIXED|0.0|853246.87|4615.73|848631.14|Y|1141505.0|1924
2754057498|Townie|Knightley|2002-05-15|Male|3804 Stoughton Place|Indonesia|ID|tknightley2w@samsung.com|1% FIXED|0.01|-405224.32|-1206.14|-404018.18|N||
4797832495|Dalton|Moodie|1966-12-31|Male|1026 Stuart Alley|Brazil|BR|dmoodie2x@google.com.au|1% FIXED|0.01|832772.05|1440.51|831331.54|N||
2683963610|Kippie|Densell|1983-12-11|Female|875 Pleasure Avenue|China|CN|kdensell2y@dot.gov|10% FIXED|0.1|99072.53|6651.12|92421.41|N||
8987846458|Urbano|Treherne|1976-11-07|Male|0 Pierstorff Center|Ukraine|UA|utreherne2z@multiply.com|1% FIXED|0.01|60791.82|-1796.34|62588.16|N||
2373189135|Charisse|Beaushaw|2009-11-23|Female|17271 Starling Way|Indonesia|ID|cbeaushaw30@discuz.net|1% FIXED|0.01|540730.27|-6066.81|546797.08|Y|6175985.0|1989
1569330689|Shawn|Blesdill|1968-02-21|Male|0 Gerald Trail|Brazil|BR|sblesdill31@about.com|VARIABLE|0.2462209721645795|975391.65|2090.49|973301.16|N||
0355069849|Standford|Trodden|1981-06-06|Male|0 Meadow Valley Trail|China|CN|strodden32@dailymail.co.uk|10% FIXED|0.1|50805.81|-7605.54|58411.35|Y|2688640.0|1904
9846203527|Anjanette|Ruppel|1936-05-26|Female|58237 Kenwood Crossing|Greece|GR|aruppel33@instagram.com|0% FIXED|0.0|-425368.49|-7226.12|-418142.37|N||
1564180417|Lesya|Kenninghan|1931-02-05|Female|70 Darwin Road|Croatia|HR|lkenninghan34@washington.edu|VARIABLE|0.5087967104103052|-773369.56|-8407.04|-764962.52|N||
0724537694|Kermy|Gregan|1937-05-22|Male|288 Twin Pines Trail|China|CN|kgregan35@tripod.com|0% FIXED|0.0|784398.05|4730.28|779667.77|N||
9496823688|Craggy|Hodgin|2009-02-02|Male|162 Redwing Park|Belarus|BY|chodgin36@so-net.ne.jp|VARIABLE|0.9002073436480877|-824638.0|3691.72|-828329.72|N||
4466209480|Karen|Faucherand|2008-05-27|Female|240 Warner Pass|Indonesia|ID|kfaucherand37@huffingtonpost.com|VARIABLE|0.7693474354458182|929136.56|-8690.75|937827.31|Y|1679656.0|1997
3708346998|Fanny|Rowlett|2012-12-12|Female|0 New Castle Circle|France|FR|frowlett38@ebay.co.uk|10% FIXED|0.1|-664091.44|192.16|-664283.6|Y|4772845.0|1941
7403375068|Esdras|Tenaunt|1969-03-14|Male|70 Tennyson Road|Peru|PE|etenaunt39@foxnews.com|10% FIXED|0.1|-207984.58|-6343.03|-201641.55|N||
1553215079|Aldric|Saggers|1996-07-05|Male|2810 Rusk Point|France|FR|asaggers3a@t.co|1% FIXED|0.01|407761.75|-8166.48|415928.23|Y|1480681.0|1927
3981080866|Brynna|Smitherham|1964-12-09|Female|1562 1st Alley|Philippines|PH|bsmitherham3b@dyndns.org|VARIABLE|0.5770550862972437|325722.04|3111.37|322610.67|N||
3769009622|Arni|Surgeon|1979-07-15|Male|28562 Badeau Drive|Russia|RU|asurgeon3c@earthlink.net|10% FIXED|0.1|-629962.51|1261.42|-631223.93|N||
3171911604|Cordell|Riddett|1999-12-06|Male|6998 Grover Pass|China|CN|criddett3d@g.co|0% FIXED|0.0|783109.28|-9381.5|792490.78|Y|7159844.0|1930
7401159279|Gerianne|Elcomb|1944-12-13|Female|16 Dakota Crossing|Croatia|HR|gelcomb3e@angelfire.com|10% FIXED|0.1|-330351.29|-6589.72|-323761.57|N||
8561367830|Ira|Gowrich|1989-03-24|Male|524 Sachs Drive|Indonesia|ID|igowrich3f@xrea.com|0% FIXED|0.0|-100485.62|6389.85|-106875.47|N||
5044912476|Christel|Riply|1996-02-21|Female|6025 Donald Plaza|Sweden|SE|criply3g@hubpages.com|VARIABLE|0.4855978082057801|770291.42|4293.3|765998.12|Y|2078934.0|1994
2761879449|Bunny|Paaso|1994-01-07|Female|9510 Northland Street|Thailand|TH|bpaaso3h@hatena.ne.jp|1% FIXED|0.01|954751.0|6109.33|948641.67|N||
3146535599|Delcine|Kivits|1951-11-07|Female|34 Mallard Crossing|Indonesia|ID|dkivits3i@gov.uk|1% FIXED|0.01|-991392.45|-4043.98|-987348.47|N||
1077129416|Virgie|Ferrand|1989-03-26|Female|20 Truax Place|Indonesia|ID|vferrand3j@cargocollective.com|1% FIXED|0.01|431779.91|2664.87|429115.04|Y|4209277.0|2016
2526562503|Dulciana|Gye|2017-07-22|Female|355 Prairie Rose Trail|Ukraine|UA|dgye3k@tiny.cc|VARIABLE|0.235020900383679|-860490.79|3968.14|-864458.93|Y|2961019.0|1967
5076235178|Gladi|Cain|2003-01-08|Female|3918 Banding Parkway|Philippines|PH|gcain3l@twitter.com|VARIABLE|0.8518451917326072|-876236.38|2187.5|-878423.88|N||
6192346577|Raymund|Arlow|2011-05-12|Male|26222 Twin Pines Pass|Philippines|PH|rarlow3m@opensource.org|10% FIXED|0.1|490825.94|-5706.77|496532.71|Y|5662872.0|1904
2897776781|Margaux|Horsley|1959-10-13|Female|0 Eliot Junction|Poland|PL|mhorsley3n@unicef.org|VARIABLE|0.1486617725735001|461474.24|-1083.28|462557.52|N||
2686932244|Vannie|Foottit|1949-02-26|Female|2 Bay Crossing|Russia|RU|vfoottit3o@instagram.com|VARIABLE|0.6245226271012994|610764.07|-927.07|611691.14|N||
9326129128|Cristy|Heinke|1953-07-12|Female|26 Hanover Trail|Ukraine|UA|cheinke3p@census.gov|VARIABLE|0.7582801820096682|625753.31|5217.46|620535.85|N||
0610814613|Gael|Biggans|1990-11-20|Female|3532 Messerschmidt Trail|China|CN|gbiggans3q@epa.gov|10% FIXED|0.1|-142052.39|-106.72|-141945.67|N||
1371510768|Cal|Pfaffel|2016-05-11|Male|1 Bobwhite Parkway|Brazil|BR|cpfaffel3r@storify.com|VARIABLE|0.9752083018455314|-295302.07|-1224.69|-294077.38|N||
5231270067|Theda|McGeoch|1980-01-22|Female|670 Dayton Plaza|Bolivia|BO|tmcgeoch3s@1und1.de|VARIABLE|0.7599890897470701|383288.19|4193.64|379094.55|Y|2667147.0|2006
8213775368|Yardley|Stoppard|1951-09-25|Male|931 4th Parkway|Pakistan|PK|ystoppard3t@tamu.edu|0% FIXED|0.0|222484.66|-4406.11|226890.77|Y|2865088.0|1961
3443900461|Dalt|Mabbett|1970-05-04|Male|53 Texas Court|Indonesia|ID|dmabbett3u@ucoz.ru|0% FIXED|0.0|-414469.57|194.9|-414664.47|Y|1639890.0|1944
0743508807|Elayne|Caveney|1965-04-30|Female|280 Bay Road|Portugal|PT|ecaveney3v@prweb.com|0% FIXED|0.0|-991307.09|-9627.86|-981679.23|Y|809475.0|2006
7277242327|Delbert|Bartozzi|1951-12-10|Male|757 Mallory Hill|Philippines|PH|dbartozzi3w@amazon.de|1% FIXED|0.01|862951.46|728.74|862222.72|N||
3126110401|Giacomo|Haselhurst|1941-10-07|Male|79 Bartillon Crossing|China|CN|ghaselhurst3x@sourceforge.net|1% FIXED|0.01|954678.38|-4334.56|959012.94|N||
3472923865|Odele|Borham|1951-03-13|Female|44 La Follette Court|Nigeria|NG|oborham3y@rakuten.co.jp|VARIABLE|0.6568299184654016|-364639.1|-7317.91|-357321.19|Y|2887000.0|1956
6327315569|Maude|Wastell|2001-12-04|Female|1496 Rockefeller Lane|China|CN|mwastell3z@imdb.com|VARIABLE|0.5676155677028274|896875.63|-5678.81|902554.44|Y|4298911.0|1906
0764686291|Hobard|Budd|2004-02-24|Male|0991 North Center|Brazil|BR|hbudd40@arstechnica.com|10% FIXED|0.1|-55261.84|-6809.63|-48452.21|Y|3013210.0|1943
4817835168|Chantalle|Hefferon|2013-10-18|Female|9898 Pennsylvania Avenue|China|CN|chefferon41@geocities.com|0% FIXED|0.0|133847.0|3786.77|130060.23|Y|3483315.0|1946
